Course Title, Full Title, Prerequisite
EURO 418,Language & Minorities in Europe,NULL
EURO 502,The EU in a Global Context,NULL
EURO 580,Research Design & Techniques,NULL
EURO 590,Directed Ind Study,NULL
EURO 596,Special Topics in EU Studies,NULL
EURO 599,Thesis Research,EURO 501 EURO 502 
FAA 102,Design Beyond Boundaries,NULL
FAA 110,Exploring Arts and Creativity,NULL
FAA 199,Undergraduate Open Seminar,NULL
FAA 202,Artsful Teaching through Integ,NULL
FAA 299,FAA Study Abroad,NULL
FAA 499,Special Topics,NULL
FIN 199,Undergraduate Open Seminar,NULL
FIN 221,Corporate Finance,ECON 102 ECON 103 
FIN 230,Introduction to Insurance,NULL
FIN 241,Fundamentals of Real Estate,ECON 102 
FIN 300,Financial Markets,FIN 221 
FIN 321,Advanced Corporate Finance,FIN 300 
FIN 390,Finance Academy,NULL
FIN 391,Investment Banking Academy,NULL
FIN 392,Investment Management Academy,NULL
FIN 411,Investment & Portfolio Mngt,FIN 300 
FIN 412,Options and Futures Markets,FIN 300 
FIN 414,Urban Economics,NULL
FIN 418,Financial Modeling,FIN 300 FIN 321 
FIN 419,Real Client Managed Portfolios,FIN 321 
FIN 422,Cases in Corporate Finance,FIN 300 FIN 321 
FIN 423,Financing Emerging Businesses,NULL
FIN 434,Employee Benefit Plans,FIN 300 
FIN 435,Personal Wealth Management,FIN 300 
FIN 443,Legal Issues in Real Estate,NULL
FIN 444,Urban Real Estate Valuation,FIN 300 FIN 241 
FIN 446,Real Estate Financial Markets,FIN 300 FIN 241 
FIN 461,Financial Intermediation,FIN 300 
FIN 463,Investment Banking,FIN 300 FIN 300 FIN 391 
FIN 490,Special Topics in Finance,FIN 300 
FIN 494,Senior Research,NULL
FIN 495,Senior Research,NULL
FIN 500,Introduction to Finance,NULL
FIN 511,Investments,FIN 520 MBA 505 
FIN 512,Financial Derivatives,FIN 520 MBA 505 
FIN 513,Financial Engineering I,FIN 520 MBA 505 
FIN 514,Financial Engineering II,FIN 513 
FIN 518,Financial Modeling,NULL
FIN 521,Advanced Corporate Finance,FIN 520 ECON 506 BADM 572 MBA 505 
FIN 526,Enterprise Risk Management,NULL
FIN 527,Mergers & Acquisitions Topics,NULL
FIN 544,Urban Real Estate Valuation,FIN 541 
FIN 546,Real Estate Financial Markets,FIN 541 
FIN 551,International Finance,FIN 520 MBA 505 
FIN 561,Financial Intermediation,FIN 520 MBA 505 
FIN 563,Investment Banking,NULL
FIN 567,Financial Risk Management,FIN 500 IE 522 FIN 502 FIN 512 
FIN 571,Retirement Policy,NULL
FIN 572,Health Care Policy,NULL
FIN 579,Applied Portfolio Management,FIN 511 
FIN 580,Special Topics in Finance,NULL
FIN 590,Individual Study and Research,NULL
FIN 593,Seminar in Investments,FIN 591 ECON 507 
FIN 594,Seminar in Corporate Finance,FIN 591 ECON 507 
FIN 599,Thesis Research,NULL
FLTE 471,Introduction to Second Language Teaching,NULL
FLTE 478,Secondary World Language Teaching,FLTE 471 FLTE 475 
FR 101,Elementary French I,NULL
FR 102,Elementary French II,FR 101 
FR 103,Intermediate French I,FR 102 FR 102 
FR 104,Intermediate French II,FR 103 FR 103 
FR 134,Accel Intermed French II,FR 133 FR 103 FR 103 
FR 191,Freshman Honors Tutorial,NULL
FR 199,Undergraduate Open Seminar,NULL
FR 205,Oral French,FR 104 FR 134 
FR 207,Writing and Grammar Workshop,FR 134 FR 104 
FR 211,Introduction to Literary Studies,FR 207 
FR 212,Introduction to Cultural Analysis: French Identities,FR 207 
FR 213,French Phonetics,FR 104 FR 134 
FR 299,Study Abroad,FR 205 
FR 311,Narrative Literature,FR 207 FR 211 FR 212 
FR 335,French Cultural History to 1789,FR 211 FR 212 
FR 385,Politics of the European Union,NULL
FR 389,French & Comparative Cinema II,NULL
FR 390,Indiv Study Major Tutorial,FR 205 FR 207 
FR 418,Language & Minorities in Europe,NULL
FR 460,Principles of Language Testing,NULL
FR 462,Introduction to Romance Linguistics,NULL
FR 481,Theoretical Foundations of SLA,NULL
FR 492,Senior Thesis,NULL
FR 501,Reading French Grads,FR 500 FR 101 FR 102 
FR 578,Seminar 20thC French Lit,NULL
FR 579,Seminar in French Literature,NULL
FR 588,Sem Second Lang Learn,NULL
FR 591,Individual Topics,NULL
FR 599,Thesis Research,NULL
FSHN 101,Intro Food Science & Nutrition,NULL
FSHN 120,Contemporary Nutrition,CHEM 101 
FSHN 145,Intro Hospitality Management,NULL
FSHN 195,Intro to Undergrad Research,NULL
FSHN 199,Undergraduate Open Seminar,NULL
FSHN 232,Science of Food Preparation,FSHN 101 
FSHN 260,Raw Materials for Processing,FSHN 101 
FSHN 293,Off Campus Internship,NULL
FSHN 294,On Campus Internship,NULL
FSHN 295,UG Research or Thesis,NULL
FSHN 312,Applied Microbiology Methods,MCB 100 MCB 101 
FSHN 322,Nutrition and the Life Cycle,NULL
FSHN 329,Communication in Nutrition,NULL
FSHN 340,Food Production and Service,FSHN 332 FSHN 349 FSHN 345 
FSHN 349,Food Service Sanitation,FSHN 101 FSHN 232 MCB 100 MCB 101 FSHN 340 
FSHN 396,UG Honors Research or Thesis,NULL
FSHN 398,Undergraduate Seminar,NULL
FSHN 414,Food Chemistry,CHEM 232 
FSHN 418,Food Analysis,CHEM 232 FSHN 414 FSHN 416 
FSHN 421,Pediatric Clinical Nutrition,FSHN 420 FSHN 322 
FSHN 423,Advances in Foods & Nutrition,FSHN 220 FSHN 332 
FSHN 425,Food Marketing,NULL
FSHN 426,Biochemical Nutrition I,FSHN 220 FSHN 120 FSHN 414 MCB 450 
FSHN 427,Biochemical Nutrition II,FSHN 220 FSHN 120 FSHN 414 MCB 450 
FSHN 440,Applied Statistical Methods I,NULL
FSHN 442,Hospitality Management & Leadership Skills,FSHN 340 
FSHN 443,Management of Fine Dining,FSHN 340 FSHN 442 
FSHN 460,Food Processing Engineering,PHYS 101 MATH 220 
FSHN 462,Food Processing II,FSHN 461 
FSHN 464,Beverage Science & Technology,FSHN 414 
FSHN 471,Food & Industrial Microbiology,MCB 101 MCB 301 
FSHN 499,Cur Topics in FS & Human Nutr,NULL
FSHN 502,Advanced Sensory Science,FSHN 302 
FSHN 510,Topics in Nutrition Research,NULL
FSHN 511,Regulation of Metabolism,NULL
FSHN 520,Advanced Clinical Nutrition,NULL
FSHN 573,Advanced Food Microbiology,NULL
FSHN 591,Dietetic Internship II,FSHN 590 
FSHN 592,Graduate Internship Experience,NULL
FSHN 593,Seminar in Foods and Nutrition,NULL
FSHN 595,Advanced Topics in Food Science and Human Nutrition,NULL
FSHN 597,Graduate Seminar,NULL
FSHN 598,Advanced Special Problems,NULL
FSHN 599,Thesis Research,NULL
GC 295,URAP Research Apprenticeship,NULL
GC 498,Graduate Domestic Study Away,NULL
GC 500,URAP Graduate Mentor Practicum,NULL
GC 599,Thesis Research,NULL
GCL 125,Health and Wellness in Life Sciences,NULL
GCL 144,Stereotypes  Prejudice & Discrimination,NULL
GCL 145,Social Justice and the Arts,NULL
GCL 147,Social Justice in the Social Sciences,NULL
GCL 185,Health  Wellness  and the Black Experience,NULL
GEOG 100,Introduction to Meteorology,NULL
GEOG 101,Global Development&Environment,NULL
GEOG 103,Earth's Physical Systems,NULL
GEOG 106,Geographies of Globalization,NULL
GEOG 198,Freshman Honors Seminar,NULL
GEOG 199,Undergraduate Open Seminar,NULL
GEOG 204,Cities of the World,NULL
GEOG 205,Business Location Decisions,ECON 102 ECON 103 
GEOG 210,Social & Environmental Issues,NULL
GEOG 222,Big Rivers of the World,NULL
GEOG 254,American People  Places  & Environments,NULL
GEOG 287,Environment and Society,NULL
GEOG 350,Sustainability and the City,NULL
GEOG 371,Spatial Analysis,NULL
GEOG 379,Intro to GIS Systems,NULL
GEOG 380,GIS II: Spatial Prob Solving,GEOG 379 
GEOG 384,Population Geography,NULL
GEOG 390,Individual Study,NULL
GEOG 391,Honors Individual Study,NULL
GEOG 392,Geography & GIS Internship,NULL
GEOG 401,Watershed Hydrology,NULL
GEOG 436,Biogeography,NULL
GEOG 440,Business Applications of GIS,NULL
GEOG 459,Ecohydraulics,NULL
GEOG 460,Aerial Photo Analysis,MATH 014 GEOG 103 
GEOG 477,Introduction to Remote Sensing,GEOG 280 
GEOG 480,Principles of GIS,GEOG 379 GEOG 380 
GEOG 489,Programming for GIS,GEOG 379 GEOG 380 
GEOG 491,Research in Geography,GEOG 471 
GEOG 595,Advanced Studies in Geography,NULL
GEOG 598,Graduate Capstone Project,NULL
GEOG 599,Thesis Research,NULL
GEOL 100,Planet Earth,NULL
GEOL 104,Geology of the National Parks,NULL
GEOL 107,Physical Geology,NULL
GEOL 111,Emergence of Life,NULL
GEOL 118,Natural Disasters,NULL
GEOL 199,Undergraduate Open Seminar,NULL
GEOL 208,History of the Earth System,GEOL 100 GEOL 101 GEOL 103 GEOL 104 GEOL 107 
GEOL 333,Earth Materials and the Env,CHEM 102 CHEM 103 GEOL 100 GEOL 110 GEOL 101 GEOL 103 GEOL 104 GEOL 107 
GEOL 350,Volcanoes,GEOL 106 GEOL 111 GEOL 143 
GEOL 380,Environmental Geology,CHEM 102 CHEM 103 GEOL 100 GEOL 110 GEOL 101 GEOL 103 GEOL 104 GEOL 107 
GEOL 390,Individual Study,GEOL 208 
GEOL 391,Individual Honors Study,GEOL 208 
GEOL 415,Field Geology,NULL
GEOL 436,Petrology and Petrography,GEOL 432 
GEOL 440,Sedimentology and Stratigraphy,GEOL 208 
GEOL 450,Probing the Earth's Interior,PHYS 102 GEOL 107 
GEOL 454,Introduction to Seismology,MATH 285 
GEOL 490,Undergraduate Research,GEOL 208 
GEOL 491,Honors Undergraduate Research,GEOL 208 
GEOL 492,Senior Thesis,NULL
GEOL 493,Honors Senior Thesis,NULL
GEOL 497,Special Topics in Geology,NULL
GEOL 515,Advanced Field Geology,NULL
GEOL 573,River Morphodynamics,NULL
GEOL 591,Current Research in Geoscience,NULL
GEOL 593,Advanced Studies in Geology,NULL
GEOL 599,Thesis Research,NULL
GER 101,Beginning German I,NULL
GER 102,Beginning German II,NULL
GER 103,Intermediate German I,NULL
GER 104,Intermediate German II,NULL
GER 191,Freshman Honors Tutorial,NULL
GER 201,German Popular Culture,NULL
GER 211,Conversation and Writing I,GER 104 
GER 212,Conversation and Writing II,GER 211 
GER 251,Grimm's Fairy Tales in Context,NULL
GER 261,The Holocaust in Context,NULL
GER 299,Study Abroad,GER 104 
GER 321,German for Economics,GER 320 
GER 331,Intro to German Literature,NULL
GER 385,Politics of the European Union,NULL
GER 418,Language & Minorities in Europe,NULL
GER 420,German Cultural History,NULL
GER 460,Principles of Language Testing,NULL
GER 465,Ling Structures of German,NULL
GER 489,Theoretical Foundations of SLA,NULL
GER 491,Honors Senior Thesis,NULL
GER 496,Special Topics German Studies,NULL
GER 575,20thC German Studies,NULL
GER 576,Open Seminar in German Studies,NULL
GER 588,Sem Second Lang Learn,NULL
GER 593,Research in Special Topics,NULL
GER 599,Thesis Research,NULL
GLBL 100,Intro to Global Studies,NULL
GLBL 118,Natural Disasters,NULL
GLBL 199,Undergraduate Open Seminar,NULL
GLBL 200,Foundations of Research,NULL
GLBL 225,Career Development:Internships,NULL
GLBL 250,Development,NULL
GLBL 251,Warfare Milit Insts & Soc,NULL
GLBL 260,Global Human Rights,NULL
GLBL 270,Introduction to Global Markets and Society,NULL
GLBL 280,Nuclear Weapons & Arms Control,NULL
GLBL 283,Intro to Intl Security,NULL
GLBL 296,Global St Foundation Seminar,NULL
GLBL 340,Global Health: Policy & Governance,GLBL 240 
GLBL 392,Int Diplomacy and Negotiation,NULL
GLBL 450,Poverty Interventions and Evaluation,GLBL 250 
GLBL 483,Seminar on Security,NULL
GLBL 495,Research Methods II,GLBL 494 
GLBL 501,Perspectives on Global Studies,NULL
GMC 199,Undergraduate Open Seminar,NULL
GRK 102,Elementary Greek II,GRK 101 
GRK 199,Undergraduate Open Seminar,NULL
GRK 252,Elementary Modern Greek II,NULL
GRK 404,Intermediate Modern Greek II,NULL
GRK 492,Senior Thesis,NULL
GRK 493,Independent Reading,GRK 401 
GRK 498,Senior Survey,NULL
GRK 520,Proseminar,GRK 491 
GRK 599,Thesis Research,NULL
GRKM 202,Elementary Modern Greek II,GRKM 201 
GRKM 404,Intermediate Modern Greek II,GRKM 403 
GS 101,Exploring General Studies,NULL
GS 198,DGS Honors Seminar,NULL
GS 299,DGS Study Abroad,NULL
GWS 100,Intro Gender & Women's Studies,NULL
GWS 103,Black Women in the Diaspora,NULL
GWS 199,Undergraduate Open Seminar,NULL
GWS 202,Sexualities,NULL
GWS 204,Gender in Gaming,NULL
GWS 215,US Citizenship Comparatively,NULL
GWS 218,Intro to Social Issues Theatre,NULL
GWS 226,Black Women Contemp US Society,NULL
GWS 240,Sex & Gender in Antiquity,NULL
GWS 280,Women Writers,NULL
GWS 287,African-American Women,NULL
GWS 305,Theories of Race  Gender  and Sexuality,NULL
GWS 315,War  Memory  and Cinema,NULL
GWS 320,Gender & Latina/o Migration,NULL
GWS 343,Criminalization and Punishment,NULL
GWS 350,Feminist & Gender Theory,NULL
GWS 356,Sex & Gender in Popular Media,NULL
GWS 383,Hist of Blk Women's Activism,NULL
GWS 390,Individual Study,NULL
GWS 395,Intermediate Topics GWS,NULL
GWS 397,Sexuality in Modern Europe,NULL
GWS 399,GWS Internship,NULL
GWS 409,Women's Health,NULL
GWS 417,Leading Post-Perform Dialog,NULL
GWS 418,Devising Social Issues Theatre,NULL
GWS 454,Social Work with Women,NULL
GWS 470,Transgender Studies,NULL
GWS 475,Queering Legal Cultures,NULL
GWS 490,Individual Study,NULL
GWS 495,Advanced Topics GWS,NULL
GWS 498,Senior Seminar,NULL
GWS 512,Gender Relations & Intl Dev,NULL
GWS 580,Queer Theories & Methods,NULL
GWS 590,Topics in GWS,NULL
HDFS 105,Intro to Human Development,NULL
HDFS 120,Intro to Family Studies,NULL
HDFS 140,Intro Gender & Women's Studies,NULL
HDFS 199,Undergraduate Open Seminar,NULL
HDFS 206,Early Childhood Curriculum Dev,HDFS 105 
HDFS 208,Child Fam with Special Needs,HDFS 105 
HDFS 220,Families in Global Perspective,NULL
HDFS 221,Asian Families in America,NULL
HDFS 225,Close Relationships,NULL
HDFS 259,Motor Development and Control,NULL
HDFS 262,Motor Develop  Growth & Form,NULL
HDFS 263,Diversity in Recreation  Sport  and Tourism,NULL
HDFS 290,Intro to Research Methods,HDFS 105 
HDFS 291,HDFS Career Planning & Preparation,NULL
HDFS 294,Research Internship,NULL
HDFS 295,Independent Study or Research,NULL
HDFS 305,Middle Childhood,HDFS 105 
HDFS 310,Adult Development,HDFS 105 
HDFS 322,US Latina and Latino Families,NULL
HDFS 379,HDFS Study Abroad Experience,NULL
HDFS 396,Honors Research or Thesis,NULL
HDFS 408,Hospitalized Children,HDFS 105 
HDFS 420,Inequality  Public Policy  and U.S. Families,HDFS 120 
HDFS 424,Racial and Ethnic Families,NULL
HDFS 426,Family Conflict Management,HDFS 120 
HDFS 444,LGBT Indiv  Fam & Community,SOC 100 
HDFS 459,Physical Activity & Aging,NULL
HDFS 494,Applied Research Methods,NULL
HDFS 499,Seminar,NULL
HDFS 521,Family Theories,NULL
HDFS 550,Advanced Practicum in HDFS,HDFS 450 
HDFS 591,Qualitative Methods,NULL
HDFS 594,Intermed Statistical Analysis,HDFS 590 
HDFS 595,Seminar,NULL
HDFS 596,Advanced Studies in HDFS,NULL
HDFS 598,Special Problems in HDFS,NULL
HDFS 599,Thesis Research,NULL
HEBR 199,Undergraduate Open Seminar,NULL
HEBR 202,Elementary Modern Hebrew II,HEBR 201 
HEBR 407,Topics Hebrew Lang & Lit I,HEBR 205 HEBR 406 
HIST 100,Global History,NULL
HIST 101,History Now!,NULL
HIST 104,Black Music,NULL
HIST 105,Latin America to Independence,NULL
HIST 110,History of Africa,NULL
HIST 120,East Asian Civilizations,NULL
HIST 135,History of Islamic Middle East,NULL
HIST 140,Western Civ to 1660-ACP,NULL
HIST 141,Western Civ to 1660,NULL
HIST 142,Western Civ Since 1660,NULL
HIST 143,Western Civ Since 1660-ACP,NULL
HIST 171,US Hist to 1877,NULL
HIST 172,US Hist Since 1877,NULL
HIST 191,Freshman Honors Tutorial,NULL
HIST 199,Undergraduate Open Seminar,NULL
HIST 200,Intro Hist Interpretation,NULL
HIST 203,Reacting to the Past,NULL
HIST 207,Publishing the Past,NULL
HIST 219,History of the Prison,NULL
HIST 221,Modern China,NULL
HIST 241,History of Ancient Rome,NULL
HIST 251,Warfare Milit Insts & Soc,NULL
HIST 252,The Holocaust,NULL
HIST 258,20thC World to Midcentury,NULL
HIST 260,History of Russia,NULL
HIST 264,Technology in Western Society,NULL
HIST 265,Science in Western Civ,NULL
HIST 273,Illinois History,NULL
HIST 274,US & World Since 1917,NULL
HIST 276,Afro-American Hist Since 1877,NULL
HIST 279,Mexican-American History,NULL
HIST 280,Caribbean Latina/o Migration,NULL
HIST 281,Constructing Race in America,NULL
HIST 283,Asian American History,NULL
HIST 287,African-American Women,NULL
HIST 289,History of Religion in America,NULL
HIST 293,The President and the People,NULL
HIST 300,Topics in Film and History,NULL
HIST 310,Global Capitalism in History,NULL
HIST 312,Immigrant America,NULL
HIST 325,History of Korea,NULL
HIST 334,Modern Palestinian History,NULL
HIST 345,Medieval Civilization,NULL
HIST 361,Euro Thght & Soc Since 1789,NULL
HIST 374,Civil War and Reconstruction,NULL
HIST 377,United States since 1932,NULL
HIST 379,Latina/os and the City,NULL
HIST 381,Urban History,NULL
HIST 383,Hist of Blk Women's Activism,NULL
HIST 390,Sport and Society,NULL
HIST 397,Sexuality in Modern Europe,NULL
HIST 398,Internship in Public History,NULL
HIST 399,Independent Study,NULL
HIST 400,War  Soc  Politics  & Culture,NULL
HIST 441,The Roman Empire,NULL
HIST 478,Black Freed Move  1955-Present,NULL
HIST 490,Honors Independent Study,NULL
HIST 492,Historiography and Methodology,NULL
HIST 493,Honors Senior Thesis,HIST 492 HIST 495 HIST 499 
HIST 498,Research and Writing Seminar,NULL
HIST 499,Thesis Seminar,HIST 492 HIST 495 HIST 493 
HIST 502,Prob in Comparative History,NULL
HIST 520,Problems in Chinese History,NULL
HIST 572,Prob in US Hist Since 1815,NULL
HIST 575,Problems African American Hist,NULL
HIST 594,Intro Historical Writing,HIST 593 
HIST 596,Individual Research Project,NULL
HIST 597,Reading Course,NULL
HIST 598,Teaching of College History,NULL
HIST 599,Thesis Research,NULL
HNDI 115,Language and Culture in India,NULL
HNDI 202,Elementary Hindi-Urdu II,HNDI 201 
HNDI 404,Intermediate Hindi II,HNDI 403 
HNDI 406,Advanced Hindi II,HNDI 405 
HORT 100,Introduction to Horticulture,NULL
HORT 105,Vegetable Gardening,NULL
HORT 106,The Sustainable Home Garden,NULL
HORT 107,Introduction to Floral Design,NULL
HORT 180,Medicinal Plants and Herbology,NULL
HORT 240,Plant Propagation,IB 103 
HORT 261,Biotechnology in Agriculture,NULL
HORT 293,Off-Campus Horticulture Internship,NULL
HORT 294,On-Campus Horticulture Internship,NULL
HORT 295,Undergrad Research or Thesis,NULL
HORT 341,Greenhouse Mgmt and Production,NRES 201 HORT 100 
HORT 361,Small Fruit Production,HORT 100 IB 103 
HORT 396,Ug Honors Research or Thesis,NULL
HORT 430,Children and Nature,NULL
HORT 434,Designing Urban Agriculture,NULL
HORT 453,Principles of Plant Breeding,NULL
HORT 466,Growth and Dev of Hort Crops,CHEM 104 HORT 421 IB 420 
HRD 402,Business Principles for HRD,NULL
HRD 411,Instructional and Training System Design,NULL
HRD 414,Facilitation Skills,NULL
HRD 415,Diversity in the Workplace,NULL
HRD 440,Work Analysis,HRD 400 
HRD 472,Learning Technologies,HRD 411 
HRD 509,Advanced Theories in HRD,HRD 400 HRD 411 HRD 530 
HRD 530,Organization Development,NULL
HRD 535,Consulting in HRD,NULL
HRD 550,Adult & Professional Education,NULL
HRD 585,Program Evaluation,NULL
HUM 191,Freshman Honors Tutorial,NULL
HUM 199,Undergraduate Open Seminar,NULL
HUM 389,French & Comparative Cinema II,NULL
HUM 390,Individual Study,NULL
HUM 397,Special Topics Junior,NULL
HUM 492,Senior Thesis,NULL
HUM 495,Special Advanced Topics,NULL
HUM 498,Special Topics Senior,NULL
IB 100,Biology in Today's World,NULL
IB 103,Introduction to Plant Biology,NULL
IB 105,Environmental Biology,NULL
IB 108,The Biology of Dinosaurs,NULL
IB 150,Organismal & Evolutionary Biol,NULL
IB 151,Organismal & Evol Biol Lab,IB 150 
IB 199,Undergraduate Open Seminar,NULL
IB 202,Physiology,IB 150 MCB 150 
IB 271,Organismal Biology,IB 270 
IB 299,Undergraduate Special Course,NULL
IB 302,Evolution,IB 204 
IB 329,Animal Behavior,NULL
IB 335,Systematics of Plants,IB 100 IB 103 IB 150 
IB 361,Ecology and Human Health,NULL
IB 390,Introductory Research,NULL
IB 405,Ecological Genetics,IB 204 
IB 416,Population Genetics,NULL
IB 420,Plant Physiology,IB 103 IB 150 MCB 150 CHEM 232 
IB 430,Animal Behavior Lab,NULL
IB 432,Genes and Behavior,IB 150 IB 204 
IB 435,Critical Evaluation of Herbal Remedies,IB 202 IB 203 
IB 439,Biogeography,IB 150 
IB 442,Evolution of Infectious Disease,NULL
IB 451,Conservation Biology,IB 203 
IB 453,Community Ecology,IB 203 
IB 461,Ornithology,IB 203 
IB 464,Herpetology,IB 302 
IB 483,Insect Pathology,IB 150 MCB 150 
IB 485,Environ Toxicology & Health,NULL
IB 486,Pesticide Toxicology,NULL
IB 487,Math Modeling in Life Sciences,NULL
IB 490,Independent Study,NULL
IB 492,Science Communication Skills,IB 203 IB 271 IB 299 IB 390 IB 490 
IB 496,Special Courses,NULL
IB 502,Biological Networks,NULL
IB 504,Genomic Analysis of Insects,IB 204 
IB 505,Bioinformatics & Systems Biol,NULL
IB 512,Plant Metabolomics,NULL
IB 513,Disc in Plant Physiology,NULL
IB 516,Ecosystem Biogeochemistry,NULL
IB 526,Seminar in Entomology,NULL
IB 532,Sustainability & Global Change,NULL
IB 536,Evolutionary Biology,NULL
IB 546,Topics in Ecology & Evolution,NULL
IB 590,Individual Topics,NULL
IE 199,Undergraduate Open Seminar,NULL
IE 300,Analysis of Data,MATH 241 
IE 310,Deterministic Models in Optimization,MATH 415 
IE 330,Industrial Quality Control,IE 300 
IE 340,Human Factors,PSYC 100 PSYC 103 
IE 361,Production Planning & Control,IE 310 
IE 370,Stochastic Processes and Applications,IE 300 IE 310 
IE 397,Independent Study,NULL
IE 398,Special Topics,NULL
IE 413,Simulation,CS 101 IE 310 
IE 420,Financial Engineering,IE 300 
IE 431,Design for Six Sigma,IE 300 
IE 497,Independent Study,NULL
IE 511,Integer Programming,IE 411 MATH 482 
IE 514,Optimization Methods for Large-Scale  Network-Based Systems,IE 411 
IE 521,Convex Optimization,ECE 490 IE 411 MATH 415 MATH 444 
IE 525,Numerical Methods in Finance,FIN 500 
IE 526,Stochastic Calculus in Finance,IE 525 
IE 527,MSFE Professional Development,NULL
IE 529,Stats of Big Data & Clustering,MATH 415 IE 300 
IE 531,Algorithms for Data Analytics,IE 411 CS 225 
IE 590,Seminar,NULL
IE 597,Independent Study,NULL
IE 598,Special Topics,NULL
IE 599,Thesis Research,NULL
IHLT 102,Survey of Interdisc Health,NULL
IHLT 232,Health Disparities in the U.S.,NULL
IHLT 375,Interdis Collab in Health Serv,NULL
IHLT 474,Pre-Field Experience in Health,NULL
IHLT 475,Field Experience in i-Health,NULL
INFO 102,Little Bits to Big Ideas,NULL
INFO 199,Undergraduate Open Seminar,NULL
INFO 202,Social Aspects Info Tech,NULL
INFO 303,Writing Across Media,NULL
INFO 326,New Media  Culture & Society,NULL
INFO 399,Individual Study,NULL
INFO 403,An Introduction to Top Down Video Game Design,NULL
INFO 490,Special Topics,NULL
INFO 491,Ugrad Bioinformatics Seminar,NULL
INFO 500,Orientation Seminar,NULL
INFO 510,Research Practicum,NULL
INFO 590,Advanced Special Topics,NULL
INFO 591,Grad Bioinformatics Seminar,NULL
INFO 597,Individual Study,NULL
INFO 599,Thesis Research,NULL
IS 202,Social Aspects Info Tech,NULL
IS 390,Special Topics in Information Studies,NULL
IS 404,Literature and Resources for Young Adults,NULL
IS 409,Storytelling,NULL
IS 418,Community Engagement,NULL
IS 445,Information Books and Resources for Youth,NULL
IS 451,Introduction to Network Information Systems,NULL
IS 452,Foundations of Information Processing,NULL
IS 457,Introduction to Data Science,NULL
IS 458,Instructional Strategies and Techniques for Information Professionals,NULL
IS 461,Museum Informatics,NULL
IS 462,Information Assurance,NULL
IS 483,Ugrad Bioinformatics Seminar,NULL
IS 490,Advanced Topics in Information Studies,NULL
IS 501,Information Organization and Access,NULL
IS 502,Libraries  Information and Society,NULL
IS 504,Reference and Information Services,NULL
IS 505,Administration & Management of Libraries and Information Centers,NULL
IS 506,Youth Services Librarianship,NULL
IS 507,Introduction to Bibliographic Metadata,IS 501 IS 501 IS 507 
IS 508,Collection Development,IS 501 IS 501 IS 508 
IS 515,Media Literacy for Youth,NULL
IS 516,School Library Media Center,NULL
IS 518,Community Informatics,NULL
IS 519,Soc Sc Research in LIS,NULL
IS 524,Information Sources and Services in the Arts and Humanities,IS 504 
IS 525,Government Information,IS 504 
IS 530,Information Needs of Particular Communities,IS 504 
IS 532,Theory & Practice of Data Cleaning,NULL
IS 538,Competitive Intelligence & Knowledge Management,NULL
IS 539,Information Consulting,NULL
IS 540,Applied Business Research,NULL
IS 542,Data  Statistical Models and Information,NULL
IS 543,Sociotechnical Information Systems,NULL
IS 547,Information Services for Diverse Populations,NULL
IS 548,Library Buildings,NULL
IS 559,Network Analysis,NULL
IS 561,Information Modeling,NULL
IS 562,Metadata in Theory & Practice,IS 501 
IS 567,Academic Librarianship,NULL
IS 568,Theological Librarianship,NULL
IS 572,Medieval Manuscripts and Early Modern Books,NULL
IS 581,Administration and Use of Archival Materials,NULL
IS 582,Preserving Info Resources,NULL
IS 583,Grad Bioinformatics Seminar,NULL
IS 586,Digital Preservation,NULL
IS 587,History and Foundations of Library and Information Science,NULL
IS 590,Advanced Problems in Information Sciences,NULL
IS 591,Practicum,NULL
IS 592,Independent Study,IS 592 
IS 593,CAS Project,IS 593 
IS 599,Thesis Research,IS 599 
ITAL 101,Elementary Italian I,NULL
ITAL 102,Elementary Italian II,ITAL 101 
ITAL 103,Intermediate Italian I,ITAL 102 
ITAL 104,Intermediate Italian II,ITAL 103 
ITAL 199,Undergraduate Open Seminar,NULL
ITAL 200,Italian Studies in a Mediterranean Context,ITAL 104 
ITAL 220,Contemporary Italian  Oral and Written,NULL
ITAL 310,Advanced Grammar,NULL
ITAL 390,Spec Topics Italian Studies,ITAL 104 
ITAL 413,Dante,NULL
ITAL 418,Language & Minorities in Europe,NULL
ITAL 435,Introduction to Romance Linguistics,NULL
ITAL 460,Principles of Language Testing,NULL
ITAL 489,Theoretical Foundations of SLA,NULL
ITAL 490,Italian Critical Theory,NULL
ITAL 491,Honors Senior Thesis,NULL
ITAL 510,Seminar in Italian Studies,NULL
ITAL 588,Sem Second Lang Learn,NULL
ITAL 595,Spec Topics in Italian,NULL
ITAL 599,Thesis Research,NULL
JAPN 202,Elementary Japanese II,JAPN 201 
JAPN 204,Intermediate Japanese II,JAPN 203 
JAPN 306,Advanced Japanese II,JAPN 305 
JAPN 441,Fourth Year Japanese II,JAPN 440 
JAPN 490,Readings in Japanese Lit,NULL
JAPN 499,Study Abroad,NULL
JOUR 199,Undergraduate Open Seminar,NULL
JOUR 200,Introduction to Journalism,NULL
JOUR 210,Newsgathering Across Platforms,NULL
JOUR 215,Multimedia Reporting,JOUR 210 
JOUR 220,News Editing,NULL
JOUR 293,Digital Photography for Everyone,NULL
JOUR 311,Media Law,NULL
JOUR 315,Adv Public Affairs Reporting,JOUR 210 
